"NÚMERO DE REGISTRO";"TÍTULO";"DESCRIÇÃO";"CLASSE THESAURUS";"CLASSE";"REFERÊNCIA DE AQUISIÇÃO";"FONTE";"FORMA DE AQUISIÇÃO";"VALOR";"SETOR"
310.008;"Pote";"Pote de plástico com tampa. Faz parte do conjunto de bandeja de melamina para refeição em avião.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
310.016;"Pote";"Pote de plástico com tampa. Faz parte do conjunto de bandeja de melamina para refeição utilizada nas aeronaves da Panair do Brasil S. A.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
310.017;"Pote";"Pote de plástico com tampa. Faz parte do conjunto de bandeja de melamina para refeição utilizada nas aeronaves da Panair do Brasil S. A.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
310.018;"Pote";"Pote de plástico com tampa. Faz parte do conjunto de bandeja de melamina para refeição em avião.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
310.019;"Recipiente";"Recipiente de plástico com a inscrição ""PAB"" em relevo na lateral externa. Faz parte do conjunto de bandeja de melamina para refeição utilizada nas aeronaves da Panair do Brasil S. A.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
310.020;"Recipiente";"Recipiente de plástico com a inscrição ""PAB"" em relevo na lateral externa. Faz parte do conjunto de bandeja de melamina para refeição utilizada nas aeronaves da Panair do Brasil S. A.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
310.021;"Recipiente";"Recipiente de vidro. Faz parte do conjunto para refeição utilizada nas aeronaves da Panair do Brasil S. A.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
310.022;"Recipiente";"Recipiente de vidro. Faz parte do conjunto para refeição utilizada nas aeronaves da Panair do Brasil S. A.";"15";"15 - EMBALAGENS/RECIPIENTES";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
308.990;"Avião (modelo)";"Avião (modelo)  da Panair do Brasil S. A. modelo DC-7C";"11.4";"11.4 - TRANSPORTE AEREO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";2800;"RESERVA TÉCNICA"
309.330;"Janela basculante";"Janela basculante em alumínio e vidro, parte da residência da Srª Maria da Penha, que se situava à Avenida do Autódromo.";"04.4";"04.4 - FRAGMENTO DE CONSTRUCAO ";"249/2017";"Sandra Maria de Souza Teixeira";"Doa&ccedil;&atilde;o";50;"RESERVA TÉCNICA"
